Sequence No.,V,D,air density,humidity,I,S_a,S_b,y (% relative to rated power)
11724,9.327614,72.14834,1.232073831,62.198486,0.0834766,0.045595669,0.037907677,41.51
11725,8.682443,73.53562,1.231431859,62.635093,0.084669983,0.017890817,0.023991217,40.08333333
11726,8.061042,69.77716,1.23088174,62.011625,0.08856597,0.060636813,0.025193416,47.42333333
11727,8.431271,68.92903,1.23104019,61.077116,0.085700068,0.036285066,0.020982202,41.99
11728,8.155079,68.33148,1.230671988,60.015652,0.097822449,0.061493272,0.026471069,42.80333333
11729,8.244224,70.26967,1.229229236,60.2043,0.090711339,0.042294297,0.011263515,43.48333333
11730,8.539294,66.07402,1.228989217,58.446965,0.097904686,0.057457004,0.017696939,40.49333333
11731,8.322623,68.63167,1.22853344,58.341631,0.078422235,0.026586536,0.021257398,42.62
11732,8.417831,69.80011,1.228134749,57.96513,0.086396947,0.021796858,0.036496154,48.88333333
11733,8.693173,75.39565,1.227382214,57.150039,0.089727916,0.033669072,0.02680632,31.97
11734,8.47849,76.7569,1.227578862,56.261552,0.089257096,0.010710177,0.007948177,33.33333333
11735,8.510504,74.97172,1.227093219,55.850534,0.068973635,0.033692869,0.049616882,31.44
11736,7.348394,70.13181,1.225765286,55.613486,0.081195456,0.059794005,0.023559643,31.11
11737,7.561393,62.81083,1.2246434,54.714288,0.090183396,0.022179841,0.033439969,27.78333333
11738,7.859286,60.93411,1.223680907,54.339374,0.064845611,0.083436004,0.029371798,28.25666667
11739,7.908815,59.29093,1.222129234,55.204254,0.080568391,0.02168543,0.048264982,30.76666667
11740,8.029749,58.26901,1.221469547,53.652427,0.069115784,0.013736985,0.054302977,32.15666667
11741,8.176764,60.34554,1.221470043,53.84782,0.096926596,0.014608533,0.033483093,47.66666667
11742,8.356417,65.95252,1.220218856,50.819147,0.086821625,0.053492015,0.033760447,37.97
11743,7.887435,66.28363,1.219924127,50.936382,0.097227743,0.021373936,0.007530887,32.97
11744,8.161366,61.73602,1.219449946,51.580282,0.106635409,0.003099266,0.025184671,31.70333333
11745,7.926025,54.17352,1.219358097,52.518163,0.125325368,0.007298574,0.032348322,27.04333333
11746,8.431368,52.07282,1.219443101,54.184845,0.053393921,0.035155084,0.028603365,22.16
11747,7.811891,48.79326,1.218941946,54.252687,0.134291172,0.068616086,0.071422667,20.29333333
11748,7.345716,53.40866,1.218162001,53.149368,0.111590715,0.0665554,0.033960654,35.77666667
11749,7.702087,60.41604,1.21717585,51.022673,0.136632967,0.056441918,0.051047999,28.32333333
11750,8.073007,56.1864,1.217803427,53.820047,0.098014817,0.099259794,0.057364812,32.70666667
11751,8.060801,54.8117,1.216867183,52.308885,0.123406073,0.057175197,0.044474501,24.49333333
11752,8.700599,48.23435,1.21874198,63.758646,0.116207976,0.031428575,0.048589102,23.66666667
11753,11.37752,38.46466,1.219140118,65.520939,0.064885608,0.005263822,0.06342765,74.38
11754,11.59469,35.9479,1.21903763,65.726249,0.076692236,0.05784135,0.061813489,71.8
11755,11.42575,37.83138,1.218427949,65.380893,0.090761657,0.081318928,0.070746166,69.41666667
11756,12.02959,34.25692,1.218791519,66.180709,0.061530036,0.063478391,0.07288011,81.88
11757,12.01643,33.2959,1.218946339,68.440113,0.08519502,0.077777357,0.068879491,80.24333333
11758,11.4116,34.15374,1.218721431,68.506764,0.072153142,0.090703394,0.057896966,82.95
11759,12.22289,37.38707,1.218249124,66.069228,0.066074742,0.036642985,0.04215396,85.40666667
11760,12.58903,36.81474,1.218176894,66.614341,0.076829819,0.055368733,0.057508048,91.95666667
11761,12.95956,38.52818,1.218061737,66.667106,0.05987008,0.012001787,0.051960591,88.32
11762,12.5522,38.18804,1.217894398,68.896357,0.06660152,0.021873804,0.038160265,88.13333333
11763,12.0007,40.52487,1.217894015,68.477802,0.087507812,0.012290418,0.017670797,84.61666667
11764,11.81239,40.49253,1.218578857,68.610907,0.088140927,0.073383626,0.01825524,80.70333333
11765,11.02642,39.60372,1.218503419,70.161345,0.087985085,0.000942428,0.039798739,85.12666667
11766,11.1109,41.53379,1.218404805,68.916789,0.082208831,0.111213565,0.030373999,88.49333333
11767,11.31072,43.50851,1.218453113,68.041394,0.074921632,0.122082764,0.014235921,76.65333333
11768,10.74973,42.37542,1.218570639,68.751152,0.074884002,0.09719117,0.019391882,80.14
11769,9.991471,44.58465,1.217791729,68.393496,0.073369597,0.109991969,0.030717372,72.84333333
11770,11.42548,48.83421,1.216893272,66.484609,0.089101377,0.066560947,0.050469135,61.7
11771,11.38939,49.43853,1.216654699,66.005154,0.082366308,0.054229644,0.045426984,53.79666667
11772,10.94155,50.49536,1.216531771,66.259461,0.068449333,0.100277429,0.049261604,65.35
11773,11.71719,52.60178,1.216684223,66.067045,0.061876491,0.021301639,0.055441427,54.94
11774,11.77386,52.24905,1.21692072,66.593709,0.046622187,0.025025642,0.059591324,54.26
11775,11.83004,51.46416,1.216801073,65.655036,0.037896178,0.003225664,0.049787458,48.49666667
11776,11.117,50.34309,1.216695421,65.621512,0.067030638,0.042121137,0.03980909,51.82333333
11777,11.3431,52.45424,1.216656406,64.953213,0.04869563,0.011215536,0.057965451,43.99333333
11778,11.2332,52.19117,1.216711847,64.465825,0.046411405,0.035644074,0.060678896,48.5
11779,11.38114,52.90585,1.216848039,64.483479,0.067395595,0.021455692,0.031489462,48.65333333
11780,11.01672,54.55617,1.217101499,64.590597,0.046358844,0.035609254,0.041212063,52.11
11781,11.51302,55.01984,1.217435358,64.28888,0.043267249,0.031919224,0.048773493,61.03
11782,10.61473,58.47851,1.219440743,66.401492,0.062060721,0.043898837,0.044770247,73.85666667
11783,10.87753,59.43793,1.219614327,66.454852,0.05885953,0.021714474,0.021773808,73.79333333
11784,11.0062,59.13501,1.21953849,66.858927,0.064367593,0.025170411,0.048834677,68.80666667
11785,11.09552,59.98333,1.219673282,67.007108,0.063800164,0.006523519,0.027931155,64.75666667
11786,9.948005,61.11299,1.219842555,67.112638,0.074197842,0.0829982,0.043203213,64.83666667
11787,10.19162,61.85884,1.219948826,67.440936,0.056104613,0.001477768,0.02949696,67.34333333
11788,9.428965,60.58528,1.220001129,68.281221,0.086788942,0.040972378,0.027393526,60.92333333
11789,10.11659,62.98007,1.220330678,69.184388,0.069710327,0.039661989,0.015714762,65.60333333
11790,9.785979,67.0438,1.220506896,70.407718,0.081010648,0.035727569,0.012616071,65.95333333
11791,10.11128,64.10339,1.220718749,70.43668,0.073976945,0.03172314,0.022346098,55.03
11792,9.314735,68.30839,1.220980667,70.935374,0.087516854,0.046196281,0.020149827,45.94333333
11793,8.356561,70.21992,1.221044199,71.769509,0.08482639,0.014599226,0.01101217,36.8
11794,8.590748,71.42757,1.221294921,71.724479,0.092252561,0.10635521,0.028178748,36.37
11795,8.618142,73.08772,1.221119898,72.552266,0.109594899,0.042425437,0.036385368,37.51
11796,9.214475,74.24652,1.221173116,72.874812,0.077755162,0.028628217,0.046274932,38.69666667
11797,8.552158,73.74024,1.221169685,73.809319,0.069614617,0.065344215,0.004909609,36.54666667
11798,8.321195,76.30048,1.221281849,74.30127,0.068182226,0.018027623,0.012328314,31.19
11799,8.034144,78.23735,1.221348999,74.742041,0.061482045,0.04200702,0.02660988,23.67333333
11800,7.993646,79.72427,1.221664872,74.195343,0.06335836,0.009050131,0.047244664,15.05
11801,7.053323,77.75993,1.2219207,73.42409,0.08667879,0.017801345,0.036630878,8.2
11802,5.791258,82.63194,1.221883867,72.505848,0.126664448,0.033775684,0.024914471,1.326666667
11803,6.667103,95.58902,1.224519542,72.081541,0.187262144,0.192545497,0.017400488,26.88666667
11804,6.898611,95.75863,1.2241784,70.736809,0.178271394,0.170445679,0.00483408,31.79333333
11805,6.772255,98.69693,1.223427359,68.563497,0.234189941,0.22187971,0.005540038,31.14666667
11806,7.481326,95.72622,1.222988919,66.808542,0.175373056,0.047792558,0.008308702,31.58
11807,8.087715,93.28139,1.222052966,65.616948,0.080446752,0.062379454,0.100103162,31.75666667
11808,7.95844,94.13667,1.221689616,65.395572,0.072581687,0.004739373,0.040325072,32.66
11809,8.002323,97.98802,1.22124041,64.781823,0.099388927,0.069835308,0.070728091,32.93
11810,7.89353,99.4703,1.221352174,65.02165,0.105640607,0.080105883,0.077644526,31.97666667
11811,7.938856,96.67886,1.221720001,65.771279,0.070235888,0.05344509,0.073493338,26.09
11812,7.592541,98.72973,1.221218653,63.879252,0.092549372,0.076638315,0.103453984,26.90333333
11813,7.066572,103.3568,1.220739717,64.944484,0.127610304,0.233820976,0.038171989,29.33
11814,6.878209,109.0583,1.220904003,65.458453,0.161149072,0.463381523,0.044657297,23.80666667
11815,6.715156,108.1358,1.220944371,65.957744,0.123728667,0.38167968,0.032253109,26.68333333
11816,7.723339,101.2482,1.221268142,66.698844,0.075912827,0.094467244,0.079673704,28.4
11817,7.190409,105.1253,1.220107471,66.130919,0.101458971,0.206461098,0.123925403,24.22666667
11818,6.115696,108.7858,1.220597984,65.033551,0.19918616,0.501310227,0.042134619,20.99666667
11819,5.659818,107.1044,1.220126241,65.257905,0.161929642,0.443608113,0.0124366,22.05666667
11820,7.255111,103.1698,1.219784237,64.95837,0.107628098,0.140554168,0.123025858,22.98666667
11821,7.083252,101.163,1.21861393,64.190093,0.102709772,0.119243872,0.077871887,21.66
11822,7.064872,97.73499,1.218415756,64.541402,0.083792757,0.09403446,0.103062433,22.67
11823,6.798399,95.29001,1.21812544,65.291428,0.114166615,0.095396961,0.08634072,23.93666667
11824,6.930015,103.8695,1.217906565,64.040525,0.089181495,0.214431015,0.08907927,18.88333333
11825,7.300517,92.67614,1.21788744,64.258928,0.093253998,0.070983427,0.055608036,18.14
11826,5.901767,95.04834,1.21759809,64.851648,0.16656808,0.17012587,0.027319972,16.60333333
11827,5.341041,97.88184,1.216541351,64.368227,0.230492146,0.227066614,0.009861643,19.78666667
11828,5.572565,193.2148,1.224724317,79.845637,0.075931604,0.03402047,0.004643302,12.52666667
11829,6.433991,197.1603,1.224518021,78.944057,0.093512674,0.016694263,0.017483915,14.83
11830,6.846195,199.0377,1.223986055,77.508471,0.062173529,0.031847642,0.028519664,13.03
11831,6.971893,200.2069,1.223907726,76.321045,0.062362044,0.042303399,0.033618256,16.32333333
11832,6.67416,204.1494,1.223668828,75.124099,0.062017677,0.070439712,0.030548973,18.18
11833,6.978886,207.2951,1.222723188,75.365711,0.05604446,0.051758083,0.009144714,20.96666667
11834,7.002977,212.3909,1.222617985,74.82357,0.068258428,0.002759607,0.033098591,25.79666667
11835,7.516355,220.1821,1.222452979,72.125379,0.047096166,0.021111477,0.022057058,22.30666667
11836,7.553357,223.2405,1.222354292,71.367021,0.0507394,0.032472648,0.016461864,21.29666667
11837,7.426857,223.7669,1.222195179,72.763527,0.064685479,0.034450766,0.041936996,18.81333333
11838,7.539612,225.1333,1.222336829,72.499302,0.053445363,0.024853717,0.039782363,19.16
11839,7.189391,228.213,1.222111881,72.211648,0.071162258,0.039038675,0.043994217,16.42333333
11840,6.926422,228.9006,1.222196312,72.632804,0.069259063,0.063071489,0.019847639,15.76333333
11841,6.860614,231.4439,1.222225112,73.038464,0.060403296,0.019660452,0.03205476,13.26666667
11842,6.205306,235.1005,1.222959031,73.752388,0.075339798,0.035574558,0.036344025,15.40333333
11843,6.504419,236.8373,1.222553882,73.453251,0.063976813,0.029148374,0.04109619,13.67666667
11844,5.881445,241.1622,1.222233848,74.070965,0.06821322,0.041038208,0.019771246,26.94333333
11845,7.135844,250.5895,1.222479947,74.149718,0.1006581,0.014175279,0.03772758,24.27333333
11846,6.930753,253.8112,1.22255923,71.913523,0.071195208,0.031950183,0.027891932,23.9
11847,6.836892,257.9699,1.222803443,70.512257,0.07443252,0.021864588,0.049227708,14.53333333
11848,7.363824,263.9535,1.223927597,79.363602,0.064744296,0.011461531,0.049151337,22.39
11849,7.581666,264.0732,1.224596767,79.341189,0.073036836,0.037368692,0.028279433,23.02333333
11850,8.112543,261.0263,1.225627467,77.159938,0.057187567,0.015828041,0.046297652,21.42666667
11851,8.010278,255.7606,1.22579074,77.239485,0.069858312,0.022335498,0.043432326,28.36
11852,7.909617,253.54,1.225884828,77.041912,0.067913503,0.026788681,0.043381258,31.04333333
11853,8.135046,251.6167,1.225697899,76.370044,0.067090819,0.004481935,0.037892097,34.45666667
11854,7.802877,255.284,1.225299537,77.616779,0.062780433,0.021400748,0.038455313,31.25
11855,7.984231,248.3143,1.225497241,78.2952,0.054024602,0.03815438,0.033128048,29.56
11856,7.964583,246.6085,1.225365908,80.088238,0.06008921,0.028608052,0.02876144,30.27666667
11857,7.276619,245.9583,1.226050348,81.60337,0.066746438,0.03097199,0.034372563,23.85
11858,7.425317,247.8631,1.226503868,81.918774,0.038317125,0.004302758,0.019153755,22.79333333
11859,7.037172,246.6996,1.227263626,81.059448,0.057616511,0.009535188,0.026676099,22.33
11860,6.715749,248.6227,1.226610317,80.093992,0.046803432,0.017463263,0.017779142,19.91333333
11861,5.907573,248.6382,1.227143676,80.512944,0.064874679,0.012455521,0.004388197,9.946666667
11862,5.195342,248.7504,1.226412471,81.46094,0.072096178,0.021972847,0.017272872,8.626666667
11863,5.336374,246.6367,1.226697663,81.129467,0.049575929,0.027833294,0.019319592,5.483333333
11864,4.517355,250.5495,1.226294704,79.973186,0.090195037,0.047255229,0.022543309,1.986666667
11865,4.10629,250.9847,1.226915938,79.504247,0.074797713,0.029987747,0.011654525,3.01
11866,4.205347,246.2778,1.226819842,79.775614,0.091231877,0.035673107,0.012355214,2.17
11867,4.129499,253.8011,1.22774032,78.811548,0.078906957,0.016237374,0.003833804,2.933333333
11868,3.874558,251.3134,1.227626736,78.556844,0.066679632,0.026270251,0.025467171,1.113333333
11869,3.971145,244.5621,1.228997258,79.406055,0.081201089,0.047518557,0.017076128,1.296666667
11870,4.021139,242.9798,1.228442659,79.175155,0.09473776,0.015314874,0.014482501,1.95
11871,4.173045,241.8797,1.228386771,78.404696,0.074018349,0.027238203,0.022263057,2.873333333
11872,4.280603,240.7813,1.228223125,78.204147,0.098594006,0.037174623,0.009298558,1.903333333
11873,3.950904,239.5584,1.227280534,76.663626,0.079015562,0.017385022,0.030149966,1.313333333
11874,4.339161,44.94705,1.226571424,74.125319,0.060465468,0.024635202,0.008414814,2.58
11875,4.57261,48.51652,1.22526886,72.36838,0.051901168,0.028651197,0.013328361,2.013333333
11876,4.840767,50.65801,1.224972139,72.716315,0.060960216,0.006459266,0.012672556,2.42
11877,5.439264,52.16012,1.22490446,76.226027,0.060309575,0.012583749,0.026375621,3.373333333
11878,5.47123,52.19723,1.225553783,74.42862,0.048497066,0.006863091,0.048101118,5.1
11879,5.377017,49.85863,1.223877253,70.35634,0.061114183,0.219281679,0.116970323,4.296666667
11880,5.360448,51.68002,1.223281164,69.670387,0.079499549,0.247086611,0.105500833,5.596666667
11881,5.870234,54.03568,1.222509924,68.52422,0.054836519,0.021064093,0.105799488,9.686666667
11882,6.29304,59.49009,1.221428867,67.494298,0.055918539,0.067888018,0.038407844,20.22666667
11883,7.102291,57.66923,1.221178191,68.081465,0.048869569,0.044886236,0.04751103,12.90666667
11884,6.914457,57.99813,1.220970653,68.872355,0.060280742,0.014159868,0.059878294,13.76
11885,6.322151,61.53212,1.221631753,71.580464,0.061317944,0.101079959,0.041531257,11.29
11886,6.022605,62.30865,1.221440288,69.497211,0.066126751,0.160210186,0.049861195,10.45333333
11887,5.68771,62.82589,1.221323174,69.876689,0.058781109,0.196925693,0.0486697,12.15
11888,5.926002,63.28923,1.221423519,68.38576,0.069737708,0.183759237,0.0756477,11.13333333
11889,5.814194,67.29259,1.221253983,70.100446,0.079638932,0.047390943,0.010976579,12.18
11890,5.546806,70.07053,1.221891541,72.445149,0.105169101,0.344167431,0.060138463,16.02333333
11891,7.013081,72.75733,1.221595358,71.757607,0.088377234,0.21259025,0.121794378,18.69333333
11892,7.070245,76.19998,1.222183539,72.175567,0.086557849,0.133159702,0.049529204,21.32333333
11893,7.318962,78.74543,1.221631127,72.761148,0.068352042,0.197580156,0.083449086,23.13666667
11894,7.488944,78.51546,1.222100094,73.553625,0.054621827,0.231517213,0.067017163,23.05666667
11895,6.935276,76.30996,1.221886441,73.643881,0.089878485,0.288864367,0.08846675,19.94333333
11896,7.075521,77.23582,1.221228579,74.201292,0.077743038,0.28713446,0.104482892,25.34333333
11897,6.692878,76.05814,1.220837303,75.066969,0.078500729,0.365926936,0.079264847,28.7
11898,7.891509,80.85592,1.220746192,74.167373,0.093295883,0.28827108,0.13609794,30.95666667
11899,8.742381,82.20669,1.219180495,71.903803,0.076319014,0.104640437,0.126752407,40.36333333
11900,9.107334,81.11041,1.219014357,71.41582,0.074358885,0.157560487,0.106546037,42.16666667
11901,8.62297,79.07137,1.218071199,70.325593,0.069291056,0.255589881,0.120892207,37.12333333
11902,8.796272,80.38509,1.218587481,71.151397,0.072312612,0.175976998,0.123436254,32.12333333
11903,8.673285,81.74066,1.217968853,72.487202,0.062278768,0.090862738,0.106350624,24.39666667
11904,8.163483,83.22196,1.218160145,74.004909,0.066893139,0.062446835,0.072865771,19.94666667
11905,7.778805,82.97698,1.218944504,74.339686,0.070260548,0.05246242,0.074110721,18.48333333
11906,7.157738,82.43017,1.218754616,74.960445,0.069469321,0.085851224,0.07451512,14.73333333
11907,7.023427,85.28296,1.217944438,73.874979,0.074016887,0.097915536,0.054774779,14.15
11908,6.875258,83.25671,1.217303583,72.495732,0.08136675,0.048167044,0.095458318,17.09666667
11909,7.126911,82.53743,1.216878533,71.342226,0.064687857,0.051457716,0.095539358,17.77333333
11910,7.584649,82.02981,1.217296527,72.375521,0.067966336,0.070374664,0.102391225,18.68333333
11911,7.616712,81.97096,1.217536306,73.395525,0.064607865,0.098438059,0.078021143,21.29
11912,7.84453,82.42541,1.217663526,74.246917,0.06552529,0.143827425,0.079214071,25.94666667
11913,8.094724,83.09674,1.217685764,73.044811,0.078602643,0.192400308,0.080666598,26.03333333
11914,8.052766,72.0991,1.218298982,73.006329,0.103542919,0.2393898,0.115332797,24.72333333
11915,7.527374,71.33145,1.217903087,73.614324,0.087107443,0.293878438,0.038203381,32.67333333
11916,8.222202,72.19192,1.217750244,73.613729,0.08348952,0.251663278,0.129334863,37.86
11917,8.618207,72.54221,1.217665855,72.56873,0.08868687,0.291049812,0.134111821,42.8
11918,8.577548,71.56808,1.21694404,72.909328,0.089759708,0.226314763,0.143840539,43.19
11919,8.819369,69.64162,1.217058699,73.345339,0.088128652,0.251807236,0.115463352,41.82666667
11920,8.522068,70.02736,1.217534646,75.803109,0.078741474,0.27805023,0.031927636,46.38
11921,8.746888,69.22735,1.218233359,76.654304,0.092595847,0.263553256,0.053656647,56.84
11922,9.718438,74.83019,1.217081431,74.792031,0.095070185,0.198239696,0.109848452,52.46333333
11923,9.852188,79.07554,1.216797814,74.267548,0.079978062,0.204133103,0.106249244,43.01
11924,9.290789,85.98906,1.217529475,75.675561,0.106135636,0.094525795,0.05889023,43.38666667
11925,8.637598,86.90459,1.218441911,77.191483,0.093124281,0.134256743,0.0381334,53.83333333
11926,9.73066,91.33206,1.218183789,77.288284,0.108377746,0.178820554,0.072751369,54.09
11927,9.023546,94.9823,1.218321729,78.55486,0.136881222,0.146410169,0.014563656,44.59666667
11928,7.996244,149.7506,1.219424566,93.583561,0.108919313,0.069114374,0.050740475,32.41666667
11929,8.586866,154.9295,1.219274925,93.431414,0.081329777,0.102486343,0.047832646,36.02333333
11930,9.300011,161.8964,1.218674564,93.412967,0.064726827,0.066736562,0.059781435,46.28
11931,9.305593,171.2715,1.218095478,93.456408,0.072877827,0.131401291,0.074555718,52.66666667
11932,10.89291,188.8293,1.217188792,92.176743,0.080544207,0.111757439,0.083891146,58.48333333
11933,12.31085,194.9993,1.216207395,88.032651,0.106016563,0.105372227,0.080968572,79.29
11934,13.60884,196.7231,1.216894998,86.954325,0.076777888,0.064191819,0.067779502,75.35
11935,13.73045,197.4118,1.217548956,87.95132,0.054876585,0.052901919,0.053124506,84.32
11936,13.82813,195.6413,1.218962631,89.934199,0.059192255,0.046842017,0.041100168,84.35666667
11937,13.02584,195.5815,1.219306137,91.078184,0.058635896,0.099582661,0.055021579,74.22
11938,13.05941,195.8822,1.219368243,91.891886,0.066997445,0.053743413,0.058021702,72.88666667
11939,14.00863,196.3644,1.219944246,92.44771,0.061106839,0.099143489,0.061770853,87.94666667
11940,13.72618,195.6848,1.219175737,90.05441,0.057928885,0.068070326,0.073614758,80.19333333
11941,12.82825,196.9791,1.217963614,88.147901,0.084099702,0.076801164,0.060103558,88.66666667
11942,14.11932,193.7698,1.217075676,87.799965,0.076027457,0.072452108,0.078440939,99.05333333
11943,14.98467,190.5454,1.21698181,87.434971,0.059966472,0.061509104,0.059750694,99.54666667
11944,14.48793,191.3389,1.216522264,87.90867,0.077511349,0.076298004,0.081830178,96.24666667
11945,16.47238,200.2404,1.215727286,86.583974,0.062359173,0.105465769,0.090077945,99.74666667
11946,15.92551,205.9178,1.215342527,84.600697,0.065415362,0.056825327,0.076050082,99.72
11947,15.20022,206.2546,1.216397717,85.634589,0.063312209,0.071539205,0.075093689,99.97666667
11948,16.27732,204.7858,1.217125906,86.014065,0.06042198,0.045270084,0.073800025,99.31666667
11949,14.07053,207.6112,1.217294761,86.746238,0.07579551,0.055838387,0.055414457,95.84
11950,12.69338,206.6049,1.216904059,87.444491,0.060613706,0.06926009,0.066559154,99.80666667
11951,13.42685,204.9456,1.217058919,88.124495,0.071914671,0.056144073,0.069882431,98.87333333
11952,13.37913,208.1217,1.21805649,87.571447,0.0808939,0.029506462,0.085399691,98.66666667
11953,13.36596,210.5603,1.218551922,87.048351,0.100767173,0.055411272,0.05212433,99.67666667
11954,14.55529,208.6672,1.218946749,84.399155,0.061036915,0.052159188,0.077656802,99.08
11955,14.00183,210.3405,1.219179004,84.632833,0.068534092,0.03726452,0.07154387,99.13333333
11956,13.38208,213.8368,1.219824109,85.45229,0.067441646,0.04400215,0.044814318,98.96
11957,13.9388,214.9238,1.22008083,84.259506,0.071815436,0.061264415,0.070580725,99.98333333
11958,13.71733,216.0121,1.220155073,84.088315,0.073150679,0.10510194,0.064094021,98.58666667
11959,13.68071,216.4124,1.220930275,84.671514,0.08141807,0.087209196,0.041795618,97.02
11960,13.79977,217.6292,1.221212373,84.74015,0.068765052,0.044999928,0.049184277,95.81666667
11961,13.42874,217.0496,1.221223114,84.605855,0.075787304,0.082686282,0.04138241,94.7
11962,13.53325,221.5054,1.221438732,85.181715,0.0592994,0.050540388,0.046778684,76.79666667
11963,12.83306,224.3536,1.221918407,86.030329,0.049711745,0.013273999,0.028249223,73.37333333
11964,12.66363,223.2981,1.221976481,85.831964,0.049008776,0.021453506,0.024451511,70.09333333
11965,11.70629,223.9084,1.222550911,86.285036,0.069141675,0.038791883,0.059330513,64.84666667
11966,10.95423,225.478,1.222849043,87.026532,0.062017559,0.023834228,0.044729011,66.06333333
11967,11.16091,223.3757,1.223028899,87.055693,0.052688965,0.037622842,0.015046048,55.99333333
11968,10.51725,221.7708,1.223249849,87.114408,0.055822197,0.046499734,0.024906788,69.38333333
11969,10.25029,218.2724,1.223394894,87.221328,0.071268501,0.070113917,0.018974404,58.49666667
11970,10.69879,222.3472,1.223655291,87.335191,0.040603928,0.012747772,0.028457977,53.26
11971,10.56233,224.8728,1.223814508,86.992016,0.036306658,0.011233344,0.013490522,47.13
11972,10.13395,223.9928,1.223461631,86.292968,0.051662244,0.042707934,0.008482641,37.1
11973,9.437562,225.3307,1.223734333,85.7304,0.04683663,0.011531813,0.030678923,32.90333333
11974,9.037788,227.6972,1.222889673,84.737571,0.07387946,0.021212191,0.030762644,34.83666667
11975,9.229022,230.2276,1.222550465,83.457905,0.062999893,0.036723223,0.02005646,41.40666667
11976,10.04663,226.746,1.222893235,83.481113,0.058600138,0.019544547,0.028837949,42.37333333
11977,10.02203,225.5645,1.223686846,83.917918,0.042599254,0.009298416,0.028957349,43.4
11978,10.38072,227.0384,1.224027725,83.815559,0.04572914,0.039735887,0.046116665,51.24333333
11979,10.67887,230.2133,1.22312252,84.639577,0.04339019,0.007518369,0.017650545,63.78666667
11980,11.0597,234.0146,1.223543759,85.585395,0.046329548,0.005284554,0.028326934,62.33333333
11981,11.32515,233.779,1.225200278,86.565329,0.045138078,0.03167725,0.03000411,61.99
11982,11.20035,232.4444,1.225028912,87.951121,0.054315321,0.00916873,0.025407445,61.39666667
11983,11.17977,232.9658,1.225663962,88.398042,0.070922523,0.026837672,0.034413842,60.61
11984,11.48224,229.2535,1.224807957,88.766012,0.072046264,0.055591703,0.045504776,58.59333333
11985,10.80056,226.2591,1.223969102,88.84298,0.053339466,0.050355849,0.033464617,52.66
11986,10.88056,229.432,1.223233129,88.696983,0.043738199,0.028290017,0.034079252,65.88333333
11987,11.65615,239.2316,1.224603451,88.292907,0.057333099,0.047163976,0.052863178,76.04333333
11988,11.86177,241.0939,1.224757475,87.683921,0.040295285,0.019953126,0.045737518,71.81
11989,11.59323,241.7948,1.224755592,86.766868,0.057376874,0.017892897,0.05631226,73.51666667
11990,11.54854,243.5204,1.224397016,86.673239,0.070720749,0.01201195,0.039706823,83.06
11991,12.41448,245.1659,1.225654726,86.625432,0.042172665,0.028191637,0.040075835,84.52333333
11992,12.04312,246.9513,1.225169928,86.655385,0.062908997,0.026396021,0.046450046,83.12
11993,11.72241,243.4673,1.224709634,85.970426,0.053915884,0.027554688,0.049133359,83.27
11994,12.21171,243.7877,1.224325812,86.371523,0.04458184,0.002794686,0.034130813,74.74333333
11995,10.84772,249.0862,1.224223798,86.385012,0.058040593,0.026041995,0.049170874,74.28333333
11996,10.9279,251.7553,1.224680823,87.043195,0.062092872,0.018813776,0.049957585,70.38333333
11997,11.26513,254.1654,1.225225191,87.141385,0.079641398,0.02761514,0.063001454,74.08666667
11998,10.56325,254.0695,1.226195406,87.126707,0.088171548,0.067995875,0.033041602,62.49
11999,10.34505,258.7618,1.225378431,87.022167,0.0749732,0.023588012,0.055122575,56.53666667
12000,10.50161,253.3927,1.225763056,86.862481,0.085726865,0.040517199,0.051971639,70.09333333
12001,11.02391,250.7416,1.225958065,86.154906,0.074366291,0.037051533,0.043174947,67.81
12002,11.08149,250.4157,1.226232153,86.687323,0.052702236,0.014182968,0.03618278,75.50666667
12003,10.77921,253.8806,1.227151681,87.375857,0.099111994,0.058971257,0.058347377,54.61333333
12004,10.91972,258.6817,1.227242879,87.736489,0.073191666,0.051536277,0.052309738,64.49333333
12005,10.57584,257.1799,1.226749131,88.096328,0.074671837,0.016543059,0.051179219,55.07333333
12006,9.7126,256.9859,1.227575202,88.783275,0.090418559,0.025240269,0.066054344,47.82333333
12007,9.852653,257.9484,1.227037864,88.555347,0.066162281,0.029022299,0.068262318,32.08333333
12008,8.994804,257.39,1.227323305,88.971324,0.059975115,0.018732074,0.044091164,37.13333333
12009,9.49734,259.6413,1.227120653,90.568775,0.052642477,0.032166725,0.057261992,43.13666667
12010,9.69632,265.0295,1.227442521,90.872674,0.070747655,0.022647022,0.055684173,43.26
12011,9.638082,279.0314,1.227550302,94.204452,0.055710918,0.021292011,0.054442826,40.21333333
12012,9.409285,279.1814,1.227141756,94.287965,0.054442883,0.009313615,0.053149383,35.90333333
12013,9.4204,281.5226,1.226970035,93.921976,0.051619549,0.004790764,0.031503562,45.03666667
12014,10.67477,296.4962,1.228450062,92.260649,0.036792493,0.004821849,0.037024182,62.63
12015,10.91962,298.3351,1.228776961,92.511585,0.054722399,0.01299519,0.036597627,69.44666667
12016,11.20584,304.2823,1.22936954,93.150526,0.056456303,0.014219102,0.040479836,75.57333333
12017,12.37585,312.5796,1.230526705,92.857934,0.046369752,0.002081779,0.048849784,89.88666667
12018,12.4825,312.2626,1.231239076,91.71038,0.045250887,0.003424558,0.037830092,89.18333333
