Sequence No.,V,D,air density,I,S_b,y (% relative to rated power)
29694,9.71,358,1.218584303,0.111225541,0.127096554,88.35151515
29695,10.05,359.4,1.220110583,0.117412935,0.215687726,93.01212121
29696,10.39,359.9,1.221836428,0.111645813,0.182608655,81.78787879
29697,11.25,2.84,1.223055459,0.089777778,0.159604495,95.16363636
29698,10.61,3.12,1.223990455,0.091423186,0.138196868,95.19393939
29699,10.81,6,1.224788818,0.071230342,0.139932888,84.41818182
29700,10.95,5.76,1.225448098,0.086757991,0.125172837,87.00606061
29701,12.29,2.83,1.225987807,0.074043938,0.149508401,98.23636364
29702,13.48,5.25,1.226185832,0.067507418,0.160558439,101.0787879
29703,12.19,4.12,1.226026675,0.075471698,0.106370692,94.21212121
29704,12.68,4.58,1.226560407,0.092271293,0.144756753,101.5212121
29705,12.55,2.94,1.227074227,0.078884462,0.159579139,100.9333333
29706,12.88,4.59,1.227576866,0.076863354,0.146115911,101.4848485
29707,12.99,6.25,1.227525683,0.100076982,0.152150056,101.2
29708,14,4.85,1.227368492,0.085,0.169742695,101.5393939
29709,14.92,6.44,1.227617221,0.052949062,0.154099923,101.3212121
29710,14.36,5.32,1.227731072,0.080083565,0.163659172,101.4909091
29711,14.47,5.62,1.227888886,0.071181755,0.152481643,101.430303
29712,14.04,4.87,1.228281025,0.08048433,0.170948178,101.4181818
29713,12.13,1.78,1.229009438,0.090684254,0.147631788,98.63030303
29714,12.15,1.31,1.229854947,0.094650206,0.168974629,98.84848485
29715,11.9,1.1,1.23064457,0.085714286,0.156584722,95.24848485
29716,11.44,1.7,1.231249906,0.076048951,0.138183236,95.6
29717,11.6,2.24,1.231811747,0.075,0.16696885,97.42424242
29718,12.14,3.34,1.232214151,0.083196046,0.198934869,100.0424242
29719,11.3,0.8,1.232622614,0.098230088,0.190771907,96.37575758
29720,11.8,2.86,1.232828389,0.08220339,0.188485888,97.13333333
29721,11.65,0.93,1.233423623,0.083261803,0.193098963,100.230303
29722,12.43,1.7,1.233852252,0.105390185,0.159256341,97.22424242
29723,11.53,0.95,1.234419596,0.092801388,0.203629327,96.80606061
29724,11.73,1.58,1.234866005,0.088661552,0.204144195,98.85454545
29725,11.83,1.25,1.235344862,0.096365173,0.161579839,99.53333333
29726,11.4,359.1,1.235932418,0.092105263,0.155337644,101.3333333
29727,12.15,0.44,1.236233875,0.079835391,0.165032782,101.3030303
29728,12.17,1.12,1.236656738,0.084634347,0.172627968,100.7757576
29729,11.87,1.24,1.237089896,0.107834878,0.17716959,98.72727273
29730,12.57,0.6,1.237367615,0.07875895,0.187977337,101.4484848
29731,12.47,3.39,1.238122758,0.09382518,0.126438149,100.1393939
29732,13.57,1.67,1.238446087,0.096536478,0.173568712,101.6121212
29733,14.24,5.82,1.238915135,0.078651685,0.205786292,101.3757576
29734,12.6,1.61,1.23947172,0.093650794,0.195196262,100.2
29735,14.63,6.46,1.23957374,0.0683527,0.198385077,101.369697
29736,11.04,1.1,1.240270219,0.13134058,0.173605586,99.71515152
29737,12.8,3.36,1.240669128,0.0734375,0.182570576,101.2060606
29738,11.68,1.39,1.241274124,0.089041096,0.16988346,92.98787879
29739,12.43,2.3,1.241435553,0.103781175,0.168876235,99.67878788
29740,12.47,2.27,1.241261404,0.105052125,0.183738749,101.369697
29741,12.22,1.51,1.241348836,0.134206219,0.181735115,101.4606061
29742,10.04,358.7,1.241782937,0.12749004,0.172453107,98.00606061
29743,11.29,358.7,1.241664543,0.101860053,0.188805346,99.84242424
29744,13.34,1.18,1.241720343,0.077961019,0.183907005,101.6
29745,12.96,359.9,1.241798333,0.108796296,0.161712281,101.4909091
29746,12.46,0.95,1.242410389,0.109951846,0.185829889,100.7878788
29747,13.13,0.58,1.242257634,0.108149276,0.12527091,101.5636364
29748,13.57,2.12,1.242235527,0.077376566,0.157696417,101.3757576
29749,12.82,1.55,1.242490156,0.0975039,0.165410674,100.8060606
29750,12.67,0.49,1.242388763,0.10812944,0.154251061,101.6969697
29751,11.55,0.29,1.242759596,0.102164502,0.165646636,100.1212121
29752,10.71,2.15,1.243374114,0.116713352,0.194969826,91.16969697
29753,9.86,355.3,1.243966952,0.113590264,0.084956621,83.20606061
29754,10.36,355,1.243881403,0.098455598,0.169233605,94.05454545
29755,10.04,355.6,1.2442435,0.111553785,0.106494452,90.49090909
29756,9.58,356.4,1.244627534,0.118997912,0.161046622,94.34545455
29757,10.01,352.9,1.245421572,0.096903097,0.113817421,87.11515152
29758,10.51,356.6,1.245179408,0.098953378,0.210438132,96.85454545
29759,9.78,355.5,1.245042756,0.103271984,0.172311314,89.41818182
29760,9.86,351.3,1.245480216,0.097363083,0.122725524,76.53939394
29761,10.23,353.7,1.245542389,0.112414467,0.136561925,91.03636364
29762,11.73,350.9,1.24558136,0.088661552,0.150815704,95.84242424
29763,11.31,350.3,1.245501312,0.099027409,0.073881428,95.34545455
29764,12.35,350.1,1.245799076,0.114979757,0.049100003,100.3757576
29765,12.67,350.1,1.246067615,0.097868982,0.165555055,99.75757576
29766,12.53,349.9,1.246007223,0.082202713,0.194400674,99.73333333
29767,12.51,351.1,1.24645604,0.099920064,0.202492042,100.6848485
29768,13.13,351.8,1.246974134,0.084539223,0.186975713,101.4969697
29769,12.54,351.5,1.247072206,0.109250399,0.182669736,101.2363636
29770,13.14,350.3,1.247601834,0.091324201,0.177652404,100.9333333
29771,11.2,354.5,1.247844442,0.108035714,0.042043465,100.6848485
29772,10.33,355.5,1.24827006,0.108422072,0.039046065,99.83636364
29773,10.21,353.4,1.248448849,0.104799216,0.064004102,96.48484848
29774,9.7,358.1,1.248217942,0.093814433,0.093539297,99.07878788
29775,10.07,353,1.248604246,0.098311817,0.040063352,87.4969697
29776,10.16,352.2,1.248727821,0.112204724,0.107499852,84.63030303
29777,10.87,350.8,1.249176613,0.105795768,0.132618722,67.63636364
29778,10.05,352.3,1.249484797,0.110447761,0.108705731,83.29090909
29779,9.49,352.7,1.249683302,0.109589041,0.130130942,84
29780,11.52,346.3,1.250040682,0.081597222,0.218658049,69.63030303
29781,12.27,348.5,1.249847884,0.101874491,0.208630468,86.00606061
29782,10.93,352.7,1.249837325,0.138151876,0.138347711,94.04848485
29783,9.4,352.8,1.249597944,0.134042553,0.126406054,82.63030303
29784,10.57,352.8,1.250125811,0.130558184,0.193081254,88.09090909
29785,10.03,350.9,1.24948496,0.12662014,0.129960215,80.93333333
29786,11.62,351.8,1.250195211,0.105851979,0.223012757,97.15757576
29787,10.64,354.4,1.250203581,0.109962406,0.117893228,90.16363636
29788,9.61,355.1,1.249663709,0.155046826,0.16301125,81.73333333
29789,10.83,351.1,1.249893638,0.159741459,0.15941057,85.28484848
29790,11.34,356.6,1.250156916,0.108465608,0.187936636,97.3030303
29791,10.52,358.3,1.250039178,0.109315589,0.119274775,99.32121212
29792,10.55,358.9,1.249575637,0.108056872,0.07494017,92.51515152
29793,10.92,1.87,1.249527377,0.113553114,0.099847374,83.21818182
29794,9.42,0.47,1.249515395,0.121019108,0.141155199,82.66666667
29795,9.18,358.4,1.249805203,0.117647059,0.15014025,79.36969697
29796,9.35,0.34,1.249971237,0.106951872,0.214320587,73.99393939
29797,9.93,359.2,1.250224183,0.089627392,0.181711277,79.33333333
29798,8.83,359.7,1.250167554,0.133635334,0.153608434,65.02424242
29799,8.79,357,1.250435777,0.108077361,0.187078302,69.49090909
29800,8.01,353,1.250506891,0.109862672,0.200089366,57.58181818
29801,8.51,350.9,1.250463759,0.10693302,0.216409066,66.0969697
29802,8.23,351.7,1.250827408,0.108140948,0.171056139,56.64242424
29803,8.94,352.1,1.251152742,0.105145414,0.194627935,59.39393939
29804,8.09,356.2,1.251098429,0.143386897,0.127123502,65.58787879
29805,7.47,353.6,1.251175548,0.13253012,0.195706511,60.30909091
29806,8.06,355.4,1.251465437,0.122828784,0.244465479,57.82424242
29807,9.18,357.7,1.251775942,0.110021786,0.197235231,73.60606061
29808,8.82,358.2,1.252001399,0.126984127,0.194646385,68.87878788
29809,7.4,355.6,1.251957579,0.106756757,0.142554604,70.74545455
29810,7.98,357.4,1.252075785,0.115288221,0.2783873,63.00606061
29811,7.5,355.3,1.25228895,0.112,0.230741669,60.57575758
29812,8.75,357.3,1.252103939,0.133714286,0.215771233,70.96969697
29813,9.44,359.2,1.252314351,0.096398305,0.267218632,65.72727273
29814,9.58,0.41,1.252147025,0.083507307,0.208925244,68.9030303
29815,8.92,359.5,1.252375937,0.087443946,0.208719643,64.63030303
29816,7.68,355.1,1.252452862,0.109375,0.177552263,63.27878788
29817,7.31,354.6,1.252684343,0.114911081,0.240454087,51.03636364
29818,7.28,354.2,1.252921556,0.111263736,0.279236927,46.63030303
29819,9.09,0.66,1.253161347,0.124312431,0.272646717,62.23636364
29820,8.28,4.02,1.253382937,0.112318841,0.231646651,49.24242424
29821,8.56,1.55,1.253581203,0.179906542,0.235183531,48.51515152
29822,7.56,356.8,1.254337641,0.133597884,0.183677325,45.45454545
29823,8.46,358.7,1.254543594,0.093380615,0.203319871,65.21212121
29824,7.78,357.9,1.254754864,0.124678663,0.212562517,54.05454545
29825,8.63,7.96,1.25489925,0.074159907,0.218924325,62.91515152
29826,9.15,8.06,1.255193362,0.08852459,0.219244093,64.61212121
29827,9.03,4.35,1.255431089,0.068660022,0.171243378,72.48484848
29828,8.42,1.74,1.255183907,0.095011876,0.301886301,53.46060606
29829,7.66,358.3,1.255302834,0.110966057,0.241776178,41.73333333
29830,8.06,359,1.255186175,0.117866005,0.229136018,43.64242424
29831,8.28,358.7,1.255936852,0.132850242,0.181596937,52.38181818
29832,7.76,358.4,1.25614935,0.082474227,0.194313407,47.98181818
29833,7.6,356.6,1.256200128,0.1,0.247057725,55.7030303
29834,8.3,356.2,1.256121402,0.118072289,0.337503203,70.16969697
29835,8.27,356.1,1.255842586,0.117291415,0.313937831,71.83030303
29836,7.79,353,1.255972484,0.096277279,0.190422729,54.2
29837,7.25,354,1.256099748,0.113103448,0.198570559,40.25454545
29838,7.38,353.1,1.25603747,0.120596206,0.13974608,40.24848485
29839,7.6,351.8,1.256278028,0.106578947,0.211413589,44.01212121
29840,7.62,352.8,1.256510759,0.143044619,0.217251253,39.21818182
29841,7.7,356.4,1.256595728,0.118181818,0.393469133,55.66060606
29842,7.66,356.4,1.257162853,0.121409922,0.388798436,52.14545455
29843,8.18,359.5,1.257341663,0.116136919,0.416958309,58.47272727
29844,7.62,358.1,1.257585184,0.106299213,0.426065909,54.28484848
29845,7.46,357.6,1.257641964,0.101876676,0.487480039,48.28484848
29846,7.1,356.9,1.258114083,0.092957746,0.362832985,49.04242424
29847,7.26,357.9,1.258686739,0.112947658,0.383057912,45.91515152
29848,7.64,357.9,1.258992242,0.123036649,0.446058846,44.53939394
29849,7.9,359.5,1.258854749,0.127848101,0.412864822,42.84848485
29850,8.5,3.48,1.259315053,0.064705882,0.257380804,47.12727273
29851,8.43,7.59,1.25956227,0.079478055,0.295474983,49.76363636
29852,9.11,8.96,1.259930349,0.059275521,0.333481881,53.46060606
29853,8.5,11.33,1.259953256,0.078823529,0.286918874,42.86060606
29854,8.04,11.87,1.260415787,0.073383085,0.248195608,41.17575758
29855,7.39,11.32,1.260947236,0.090663058,0.281625936,33.2
29856,6.94,8.64,1.261518549,0.082132565,0.349349648,27.60606061
29857,7.05,7.95,1.262268518,0.073758865,0.292556758,31.64848485
29858,7.45,12.83,1.262013539,0.077852349,0.289374893,37.24848485
29859,7.45,14.09,1.261780129,0.079194631,0.313277677,32.2969697
29860,7.19,12.26,1.262098052,0.069541029,0.272462287,29.88484848
29861,6.72,13.19,1.262145507,0.125,0.304172026,24.17575758
29862,6.47,15.2,1.264931881,0.122102009,0.377003423,18.69090909
29863,5.86,20.47,1.27274075,0.138225256,0.282569394,13.2
29864,5.21,16.78,1.273511616,0.099808061,0.247810216,7.763636364
29865,4.95,12.03,1.273403884,0.107070707,0.271742736,5.503030303
29866,4.85,8.39,1.272831082,0.090721649,0.216290421,7.290909091
29867,5.02,4.54,1.272392766,0.099601594,0.237966552,4.096969697
29868,4.64,354.1,1.272350527,0.11637931,0.117969141,4.684848485
29869,5.02,355.7,1.272346584,0.097609562,0.257754924,9.321212121
29870,5.29,347.3,1.272557706,0.100189036,0.220541123,9.648484848
29871,5.56,343.4,1.27366841,0.098920863,0.262622199,9.206060606
29872,5.05,352.4,1.274077917,0.130693069,0.231587691,9.672727273
29873,5.73,355.5,1.273914243,0.129144852,0.289416385,20.47272727
29874,5.43,353.8,1.273884261,0.112338858,0.264693338,16.29090909
29875,5.6,354,1.273979421,0.123214286,0.190389444,17.39393939
29876,5.63,349.9,1.274182324,0.108348135,0.176478542,15.63030303
29877,5.74,353.8,1.274169721,0.1271777,0.249563086,17.91515152
29878,5.73,354.6,1.27371337,0.136125654,0.298265919,21.52727273
29879,5.7,354.4,1.273864353,0.1,0.208201397,20.88484848
29880,5.93,358.4,1.273877695,0.124789207,0.330574139,25.38181818
29881,6.33,5.06,1.273249373,0.091627172,0.256365868,15.42424242
29882,5.96,6.56,1.272785382,0.097315436,0.223289366,13.7030303
29883,5.37,8.38,1.272429769,0.104283054,0.097233966,10.91515152
29884,5.47,10.1,1.272142476,0.08226691,0.20845961,9.157575758
29885,4.95,15.93,1.271460499,0.123232323,0.059115036,6.181818182
29886,5.1,11.25,1.270475412,0.117647059,0.139293622,7.387878788
29887,6,6.73,1.270359206,0.088333333,0.201364208,14.37575758
29888,5.63,12.08,1.269597139,0.101243339,0.142565974,12.98787879
29889,5.55,12.47,1.26858447,0.088288288,0.119206534,11.16363636
29890,5.79,12.84,1.268422457,0.136442142,0.074112882,12.27878788
29891,5.62,18.72,1.268265125,0.140569395,0.13861712,13.59393939
29892,5.66,20.6,1.26804341,0.139575972,0.104453207,13.0969697
29893,5.24,19.65,1.267354105,0.175572519,-0.016891565,12.26060606
29894,5.57,17.79,1.266719526,0.179533214,0.089512224,11.75757576
29895,5.72,14.29,1.265878782,0.13986014,0.055042145,15.50909091
29896,5.43,20.73,1.266291434,0.114180479,0.037124486,12.98181818
29897,4.95,7.97,1.26577844,0.141414141,0.022550753,8.654545455
29898,4.97,17.59,1.266037851,0.100603622,0.031507338,8.193939394
29899,4.55,34.56,1.264624156,0.21978022,-0.132650159,10.69090909
29900,5.49,19.62,1.264368616,0.136612022,0.06569736,9.703030303
29901,5.66,16.07,1.264690347,0.113074205,0.011804616,13.78787879
29902,5.46,12.35,1.264159749,0.184981685,0.078672475,13.2
29903,5.22,18.87,1.264359092,0.155172414,0.017086469,9.896969697
29904,5.76,16.91,1.263501124,0.112847222,0.046764465,12.2
29905,5.23,19.74,1.263109411,0.141491396,0.017053674,11.15757576
29906,4.46,31.85,1.262018754,0.186098655,-0.029682803,7.163636364
29907,5.08,17.98,1.260651088,0.133858268,0.030820337,8.072727273
29908,5.04,14.69,1.259801964,0.130952381,-0.047957762,6.096969697
29909,5.79,18.54,1.260405672,0.110535406,0.054368485,13.72121212
29910,4.87,22.01,1.25977052,0.162217659,0.102680175,6.981818182
29911,4.73,27.42,1.259442279,0.158562368,-0.082960143,7.533333333
29912,3.57,33.57,1.259174376,0.198879552,0.208597047,0.987878788
29913,3.51,37.84,1.259218792,0.236467236,0.01906647,-0.048484848
29914,4.21,24.16,1.260811524,0.228028504,-0.015772114,2.63030303
29915,4.59,23.09,1.256914367,0.119825708,0.00484456,4.024242424
29916,4.51,25.63,1.255645731,0.148558758,-0.014726441,1.709090909
29917,4.68,13.75,1.255313495,0.143162393,0.131993088,5.472727273
29918,3.63,20.61,1.255147053,0.23415978,0.300979029,-0.551515152
29919,3.58,42.65,1.25508032,0.251396648,0.108063973,3.690909091
29920,3.72,37.89,1.255566349,0.27688172,0.024013532,1.472727273
29921,3.6,49.89,1.255121479,0.233333333,-0.090675041,3.424242424
29922,3.77,50.73,1.255111501,0.294429708,0.090184108,2.757575758
29923,3.56,55.87,1.254495132,0.241573034,0.082630388,1.496969697
29924,3.83,54.76,1.253676254,0.242819843,0.219258084,4.248484848
29925,4.26,102.5,1.253914455,0.107981221,0.295114684,-0.660606061
29926,4.42,100,1.253917037,0.110859729,0.266654321,-0.642424242
29927,4.28,100.9,1.253906835,0.098130841,0.390494038,-0.333333333
29928,4.13,100.1,1.25387366,0.11622276,0.393177308,-0.56969697
29929,4.7,101.2,1.254853618,0.09787234,0.369347666,2.175757576
29930,4.43,104.5,1.254659141,0.101580135,0.52975859,0.957575758
29931,3.82,152.7,1.25546577,0.104712042,0.574066364,0.387878788
29932,3.59,139.2,1.255519641,0.128133705,0.567971359,-0.818181818
29933,4.1,149.1,1.254702431,0.126829268,0.276571903,1.636363636
29934,3.93,146.7,1.255099241,0.129770992,0.282919932,1.236363636
29935,3.93,157.2,1.255032631,0.139949109,0.328318915,2.096969697
29936,4.44,139.9,1.254784293,0.15990991,0.28804428,1.957575758
29937,4.83,145.2,1.254884169,0.099378882,0.289388957,4.757575758
29938,5.05,141.8,1.255073647,0.126732673,0.275964462,6.775757576
29939,5.15,174,1.255283685,0.108737864,0.170258195,9.793939394
29940,5.06,161.5,1.255739971,0.108695652,0.192474287,9.363636364
29941,5.4,177,1.255763198,0.112962963,0.238605086,9.581818182
29942,5.84,198.7,1.256060779,0.101027397,0.240801993,10.52121212
29943,5.68,195.8,1.256209436,0.117957746,0.221896781,12.39393939
29944,5.69,158.9,1.256276201,0.119507909,0.282705575,13.92727273
29945,6.07,184.2,1.256617954,0.090609555,0.198934869,15.32121212
29946,6.09,190.3,1.256957212,0.11001642,0.246628667,19.22424242
29947,6.61,175.5,1.256885321,0.089258699,0.222485258,26.43636364
29948,6.86,158.8,1.257381451,0.074344023,0.22111578,24.40606061
29949,6.68,193.5,1.257209153,0.101796407,0.198114207,22.58787879
29950,6.24,172.4,1.25777684,0.110576923,0.341810926,22.63030303
29951,5.93,188.9,1.258383307,0.112984823,0.253677728,16.54545455
29952,5.18,194.9,1.258887429,0.140926641,0.278302027,9.63030303
29953,5.21,196.6,1.258820356,0.115163148,0.26695887,8.733333333
29954,5.04,197.7,1.258871681,0.121031746,0.188469625,2.921212121
29955,4.63,192.9,1.258688302,0.118790497,0.18500116,3.715151515
29956,4.88,177.9,1.258723883,0.116803279,0.189964423,6.854545455
29957,4.73,185.4,1.258788018,0.101479915,0.191138745,3.96969697
29958,5.46,147.3,1.259271452,0.106227106,0.249452066,11.92727273
29959,5.77,169.6,1.259505352,0.097053726,0.265476178,13.45454545
29960,5.73,177.3,1.259497456,0.113438045,0.219861424,12.07878788
29961,4.93,167.3,1.259347472,0.129817444,0.19286273,6.339393939
29962,4.05,195.5,1.258749895,0.177777778,0.267801889,3.696969697
29963,5.72,192.9,1.258133017,0.132867133,0.169395413,16.07272727
29964,5.97,155.9,1.257583467,0.092127303,0.231137987,12.55151515
29965,5.52,169.3,1.25704929,0.110507246,0.202069249,13.02424242
29966,5.5,174.7,1.256746462,0.110909091,0.202838639,16.1030303
29967,6.58,174.3,1.256425929,0.101823708,0.190205559,21.01212121
29968,5.66,180.6,1.25607451,0.098939929,0.235774823,13.38787879
29969,5.92,185.8,1.255738794,0.089527027,0.187821412,13.22424242
29970,6.27,179.1,1.255659355,0.097288676,0.251020669,19.05454545
29971,5.98,188.9,1.255610577,0.102006689,0.234855527,15.87272727
29972,5.87,177.8,1.255584993,0.119250426,0.235291649,20.75151515
29973,6.19,181.6,1.255423763,0.096930533,0.190989921,21.6969697
29974,6.06,169.2,1.255318784,0.112211221,0.167432182,15.86666667
29975,6.09,181.8,1.254702016,0.111658456,0.230385596,18.26060606
29976,6.02,161.6,1.254032125,0.102990033,0.233210151,19.8969697
29977,5.82,174.3,1.253597849,0.147766323,0.237425024,13.53939394
29978,5.88,178.9,1.253204685,0.112244898,0.255964032,16.12121212
29979,5.98,185.5,1.252485292,0.093645485,0.198004783,14.75151515
29980,5.99,188.2,1.251898984,0.088480801,0.209852495,15.61212121
29981,5.85,180.8,1.250646567,0.099145299,0.206775246,14.35151515
29982,5.8,153.9,1.25050111,0.093103448,0.234029945,14.84242424
29983,5.59,164.4,1.249740856,0.123434705,0.274575035,8.696969697
29984,5.41,154.8,1.248789104,0.105360444,0.215404121,13.70909091
29985,5.53,176.1,1.247913948,0.153707052,0.20168674,14.73333333
29986,5.7,150.4,1.247258013,0.094736842,0.191147724,14.04242424
29987,5.79,143.6,1.24736387,0.115716753,0.171408585,12.06666667
29988,6.37,130.3,1.246805454,0.078492936,0.192955307,18.67272727
29989,6.28,133.4,1.246101483,0.109872611,0.211352166,19.06666667
29990,6.24,133.8,1.244586226,0.108974359,0.193272286,22.18787879
29991,6.47,127.3,1.244332218,0.092735703,0.178651715,24.46666667
29992,6.67,132.8,1.243490642,0.100449775,0.187527592,22.19393939
29993,6.92,129.7,1.242794823,0.10982659,0.212026847,30.46666667
29994,7.18,125.2,1.242827404,0.103064067,0.221006186,29.78787879
29995,6.93,126.9,1.24308842,0.093795094,0.155998088,22.21212121
29996,6.99,132.5,1.243077743,0.081545064,0.206310262,26.03030303
29997,6.35,129.9,1.242880547,0.135433071,0.208909198,19.53333333
29998,6,145.5,1.241999807,0.106666667,0.197314562,23.15757576
29999,5.71,140.8,1.241812535,0.106830123,0.178117465,11.86666667
30000,5.4,164.4,1.241402305,0.146296296,0.131321616,12.69090909
30001,5.38,135.1,1.24085139,0.094795539,0.14500699,12.28484848
30002,5.63,128.7,1.240558606,0.078152753,0.125801894,11.01212121
30003,5.11,131.6,1.23996008,0.119373777,0.185776787,10.60606061
30004,4.98,131.9,1.239945924,0.106425703,0.171483479,7.303030303
30005,4.64,130.6,1.239418312,0.161637931,0.138254488,5.103030303
30006,4.85,130,1.23874505,0.131958763,0.166373037,8.187878788
30007,4.81,127.5,1.238388269,0.11018711,0.113691171,6.272727273
30008,5.07,122.8,1.238062509,0.07495069,0.173052114,9.539393939
30009,5.1,112.6,1.237915134,0.1,0.176704697,7.412121212
30010,5.05,108.7,1.237985319,0.085148515,0.15482048,4.521212121
30011,4.56,114.5,1.237786074,0.10745614,0.074295557,3.8
30012,4.41,113.9,1.23779871,0.088435374,0.205669882,2.860606061
30013,4.62,111.4,1.237676669,0.0995671,0.201153655,5.048484848
30014,5.3,106.7,1.237312013,0.056603774,0.156244631,5.224242424
30015,5.32,101.6,1.237555979,0.063909774,0.270513381,4.490909091
30016,5.2,102.2,1.237939057,0.057692308,0.350963788,3.612121212
30017,6.3,95.8,1.237122543,0.093650794,0.277546084,4.824242424
30018,6.7,96.5,1.236976643,0.071641791,0.366850125,8.096969697
30019,6.76,99.2,1.236822531,0.107988166,0.374952223,13.83636364
30020,8.17,106.2,1.236235457,0.063647491,0.410967471,42.21212121
30021,8.14,111.1,1.235824289,0.095823096,0.354260441,37.44242424
30022,6.86,101.7,1.23806951,0.067055394,0.361372899,19.47878788
30023,7.08,101.9,1.238249214,0.052259887,0.397461263,20.54545455
30024,6.44,100.3,1.238478151,0.091614907,0.350466674,8.854545455
30025,5.84,104.5,1.238572269,0.11130137,0.309682863,7.103030303
30026,5.69,107.3,1.239353609,0.077328647,0.332018459,10.07878788
30027,6.07,114.7,1.239442147,0.064250412,0.159268992,14.97575758
30028,5.93,119,1.239658646,0.053962901,0.053069454,15.04242424
30029,6.13,118.8,1.239706623,0.052202284,-0.003620588,18.10909091
30030,6,120,1.239720758,0.055,-0.022101974,17.73939394
30031,6.03,122.5,1.239553334,0.049751244,0.059734156,15.96363636
30032,6.06,124.6,1.238961412,0.04950495,0.175351014,15.62424242
30033,5.8,123.6,1.239035845,0.043103448,0.154617214,13.58787879
30034,6.06,124.2,1.239027375,0.047854785,0.21537426,16.4
30035,5.84,124.4,1.238778698,0.061643836,0.353843961,13.73333333
30036,6.17,122.7,1.23931109,0.061588331,0.312604508,15.81818182
30037,6.3,122.3,1.239341967,0.046031746,0.342404124,16.84848485
30038,6.12,120.5,1.239214112,0.050653595,0.201205259,16.12727273
30039,5.87,119.5,1.238455841,0.063032368,-0.026331571,14.58787879
30040,5.43,117.6,1.238468472,0.053406998,-0.056543455,10.23030303
30041,5.46,115,1.238488116,0.058608059,-0.122663634,10.98181818
30042,5.84,115.2,1.238781483,0.046232877,-0.154263069,13.83636364
30043,6.03,112,1.238808166,0.066334992,0.011078477,14.83030303
30044,5.72,113.1,1.239673588,0.073426573,-0.098737591,11.44242424
30045,5.06,115.9,1.239029993,0.108695652,-0.356157915,6.945454545
30046,3.97,116.1,1.238085618,0.062972292,-0.151383244,-0.121212121
30047,4.27,111.2,1.237844401,0.072599532,-0.106639521,1.981818182
30048,4.44,115.1,1.23718584,0.085585586,-0.029815616,3.042424242
30049,5.05,114.6,1.236828726,0.055445545,0.183298179,6.181818182
30050,4.98,109.1,1.237264151,0.06626506,0.259951236,4.618181818
30051,6.22,113.2,1.237248472,0.081993569,0.2935451,15.4
30052,7.14,114.3,1.237378624,0.053221289,0.306402849,25.73939394
30053,7.52,116,1.237050899,0.046542553,0.344374173,30.01818182
30054,7.4,116.5,1.237413873,0.05,0.418224858,27.51515152
30055,7.64,116.4,1.237868047,0.057591623,0.421319353,29.90909091
30056,8.03,115.8,1.237561023,0.058530511,0.356278186,38.39393939
30057,8.56,114.9,1.237678639,0.051401869,0.359771141,46.33939394
30058,8.39,108.6,1.238613011,0.05363528,0.318267237,49.00606061
30059,7.93,109.8,1.238976808,0.066834805,0.374378352,41.3030303
30060,8.09,109.3,1.239962654,0.061804697,0.376063262,39.33333333
30061,8.85,110.4,1.239619539,0.066666667,0.464499357,44.83030303
30062,9.41,111.3,1.239360893,0.045696068,0.436836191,56.68484848
30063,10.03,110.7,1.237906546,0.049850449,0.455600259,60.98181818
30064,9.92,105.5,1.239164219,0.054435484,0.296603944,67.92121212
30065,9.85,109.6,1.240657208,0.063959391,0.388353081,68.73939394
30066,10.38,111.7,1.239500628,0.040462428,0.35420494,73.95151515
30067,10.81,110.8,1.239523295,0.028677151,0.392274808,80.95757576
30068,11.15,110.5,1.238888622,0.028699552,0.353387977,86.05454545
30069,10.93,111.7,1.239072887,0.037511436,0.363503757,82.3030303
30070,9.47,112.7,1.241385184,0.083421331,0.562923212,64.67272727
30071,8.63,114.6,1.242666223,0.066048667,0.653641297,46.47272727
30072,7.77,115.9,1.242947099,0.069498069,0.563133251,37.92121212
30073,7.29,113.8,1.243075729,0.061728395,0.507874544,31.38181818
30074,7.14,112,1.242939893,0.057422969,0.527771669,29.05454545
30075,7.14,110.6,1.242597687,0.046218487,0.496431042,25.73939394
30076,6.58,108.5,1.242445898,0.050151976,0.497341671,18.23636364
30077,6.56,107.4,1.241708293,0.06402439,0.477947308,12.85454545
30078,6.24,104.6,1.242158554,0.067307692,0.430756711,10.89090909
30079,6.34,105.1,1.241428546,0.067823344,0.381281061,11.9030303
30080,6.63,102.9,1.24153867,0.057315234,0.32405364,14.13939394
30081,6.59,101.4,1.241408736,0.063732929,0.302872479,13.07272727
30082,6.94,101.9,1.241724857,0.082132565,0.334416953,19
30083,7.56,101,1.240915442,0.05952381,0.369997399,22.57575758
30084,7.7,98.6,1.240350455,0.05974026,0.282636481,17.11515152
30085,7.75,100.2,1.240675668,0.065806452,0.380465391,21.43636364
30086,8.09,101.6,1.241251907,0.080346106,0.425389421,30.02424242
30087,8.85,101.9,1.240734991,0.054237288,0.373576839,38.53333333
30088,8.67,100.2,1.240325131,0.061130334,0.415764555,33.22424242
30089,8.57,99.7,1.240130657,0.072345391,0.402387767,32.89090909
30090,8.53,96.6,1.239988397,0.070339977,0.294744707,22.00606061
30091,9.01,95.6,1.239678695,0.069922309,0.255775849,23.52727273
30092,9.21,90.9,1.239573347,0.077090119,0.423869955,22.06666667
30093,8.99,90.2,1.239247017,0.104560623,0.355620854,15.56969697
30094,9.27,90.1,1.239265271,0.121898598,0.400669237,18.78181818
